Number,Title,Year,Runtime,Genre,Rating,Budget,Votes,Metascore
523,Inland Empire,-2006,180 min,Drama -  Fantasy -  Mystery,6.8,,59475,73
524,The House,(III) (2022),97 min,Animation -  Comedy -  Drama,6.8,,19289,
525,The Sorcerer's Apprentice,-2010,109 min,Action -  Adventure -  Family,6.1,"$150,000,000 ",165582,46
526,Time Bandits,-1981,110 min,Adventure -  Comedy -  Fantasy,6.9,"$5,000,000 ",65678,79
527,If I Stay,-2014,107 min,Drama -  Fantasy -  Music,6.7,"$11,000,000 ",125629,46
528,The Adventures of Sharkboy and Lavagirl 3-D,-2005,93 min,Action -  Adventure -  Comedy,3.7,"$50,000,000 ",39682,38
529,Belle,-2021,121 min,Animation -  Adventure -  Drama,7.1,,14385,83
530,Predators,-2010,107 min,Action -  Adventure -  Fantasy,6.4,"$40,000,000 ",236387,51
531,17 Again,-2009,102 min,Comedy -  Drama -  Fantasy,6.4,"$20,000,000 ",207324,48
532,Ella Enchanted,-2004,96 min,Comedy -  Family -  Fantasy,6.3,"$31,000,000 ",71110,53
533,Mortal Kombat 2,,,Action -  Adventure -  Fantasy,,,,
534,Black Mirror: Bandersnatch,-2018,90 min,Drama -  Fantasy -  Mystery,7.1,,129948,
535,Only Lovers Left Alive,-2013,123 min,Comedy -  Drama -  Fantasy,7.2,"$7,000,000 ",103786,79
536,The Lake House,-2006,99 min,Drama -  Fantasy -  Romance,6.8,"$40,000,000 ",153308,52
537,The SpongeBob SquarePants Movie,-2004,87 min,Animation -  Adventure -  Comedy,7.1,"$30,000,000 ",95709,66
538,The Fisher King,-1991,137 min,Comedy -  Drama -  Fantasy,7.5,"$24,000,000 ",87817,61
539,Monsters vs. Aliens,-2009,94 min,Animation -  Action -  Adventure,6.4,"$175,000,000 ",168440,56
540,Left Behind,(I) (2014),110 min,Action -  Fantasy -  Sci-Fi,3.1,"$16,000,000 ",40959,12
541,The Book of Life,-2014,95 min,Animation -  Adventure -  Comedy,7.2,"$50,000,000 ",73993,67
542,The Boss Baby 2: Family Business,-2021,107 min,Animation -  Adventure -  Comedy,5.9,"$82,000,000 ",19818,39
543,Hotel Transylvania 3: Summer Vacation,-2018,97 min,Animation -  Adventure -  Comedy,6.3,"$80,000,000 ",78406,54
544,Ghost Town,(I) (2008),102 min,Comedy -  Drama -  Fantasy,6.7,"$20,000,000 ",75547,72
545,The Woman in Black,-2012,95 min,Drama -  Fantasy -  Horror,6.4,"$17,000,000 ",187445,62
546,The Spiderwick Chronicles,-2008,96 min,Action -  Adventure -  Drama,6.5,"$90,000,000 ",98852,62
547,Antz,-1998,83 min,Animation -  Adventure -  Comedy,6.5,"$105,000,000 ",159045,72
548,The Princess,(I) (2022),94 min,Action -  Drama -  Fantasy,5.6,,14276,43
549,Castle in the Sky,-1986,125 min,Animation -  Adventure -  Family,8,"$3,300,000 ",171341,78
550,Jack the Giant Slayer,-2013,114 min,Action -  Adventure -  Fantasy,6.2,"$195,000,000 ",142337,51
550,Jack the Giant Slayer,-2013,114 min,Action -  Adventure -  Fantasy,6.2,"$195,000,000 ",142337,51
551,The Gift,-2000,111 min,Drama -  Fantasy -  Horror,6.7,"$10,000,000 ",71711,62
552,The Final Girls,-2015,91 min,Comedy -  Fantasy -  Horror,6.5,"$6,538,513 ",48606,59
553,Moana,,,Adventure -  Comedy -  Family,,,,
554,Across the Universe,-2007,133 min,Drama -  Fantasy -  History,7.3,"$45,000,000 ",112157,56
555,Little Nicky,-2000,90 min,Comedy -  Fantasy,5.3,"$85,000,000 ",108536,38
556,Dark Shadows,-2012,113 min,Comedy -  Fantasy -  Horror,6.2,"$150,000,000 ",272563,55
557,The Forbidden Kingdom,-2008,104 min,Action -  Adventure -  Fantasy,6.5,"$55,000,000 ",107369,57
558,Horton Hears a Who!,-2008,86 min,Animation -  Adventure -  Comedy,6.8,"$85,000,000 ",144879,71
559,The Jacket,-2005,103 min,Drama -  Fantasy -  Mystery,7.1,"$29,000,000 ",116263,44
560,Pink Floyd: The Wall,-1982,95 min,Drama -  Fantasy -  Music,8,"£12,000,000",82823,47
561,The Brothers Grimm,-2005,118 min,Action -  Adventure -  Comedy,5.9,"$88,000,000 ",123646,51
562,Cinderella,-1950,74 min,Animation -  Family -  Fantasy,7.3,"$2,900,000 ",165790,85
563,Asterix & Obelix: Mission Cleopatra,-2002,107 min,Adventure -  Comedy -  Family,6.7,"FRF 327,000,000",55205,
564,Evan Almighty,-2007,96 min,Comedy -  Family -  Fantasy,5.4,"$175,000,000 ",150956,37
565,The Borrowers,-1997,89 min,Adventure -  Comedy -  Family,5.9,"$29,000,000 ",22931,
566,Peter Rabbit,-2018,95 min,Adventure -  Comedy -  Crime,6.6,"$50,000,000 ",45177,51
567,Clifford the Big Red Dog,-2021,96 min,Animation -  Adventure -  Comedy,5.9,"$64,000,000 ",14714,55
568,Gnomeo & Juliet,-2011,84 min,Animation -  Adventure -  Comedy,5.9,"$36,000,000 ",57446,53
569,Rumble,-2021,95 min,Animation -  Comedy -  Family,5.9,,7759,48
570,When Dinosaurs Ruled the Earth,-1970,96 min,Adventure -  Fantasy -  Romance,5.1,"£566,000",2745,
571,Ramona and Beezus,-2010,103 min,Comedy -  Drama -  Family,6.5,"$15,000,000 ",19415,56
572,Hellboy II: The Golden Army,-2008,120 min,Action -  Adventure -  Fantasy,7,"$85,000,000 ",277798,78
573,The Emoji Movie,-2017,86 min,Animation -  Adventure -  Comedy,3.4,"$50,000,000 ",67021,12
574,Cool World,-1992,102 min,Animation -  Comedy -  Fantasy,4.8,"$30,000,000 ",23946,28
575,Vampire Academy,-2014,104 min,Action -  Comedy -  Drama,5.4,"$30,000,000 ",55798,31
576,Blade of the 47 Ronin,-2022,107 min,Action -  Drama -  Fantasy,4.7,,1341,
577,Sleeping Beauty,-1959,75 min,Animation -  Adventure -  Family,7.2,"$6,000,000 ",153636,85
578,A Wrinkle in Time,-2018,109 min,Adventure -  Family -  Fantasy,4.2,"$100,000,000 ",46242,53
579,Horns,-2013,120 min,Comedy -  Crime -  Drama,6.4,,85477,46
580,The Frighteners,-1996,110 min,Comedy -  Fantasy -  Horror,7.1,"$30,000,000 ",91479,52
581,Hotel Transylvania 2,-2015,89 min,Animation -  Adventure -  Comedy,6.6,"$80,000,000 ",133473,44
582,The Five Devils,-2022,103 min,Drama -  Fantasy -  Romance,6.6,,1772,68
583,The Family Man,-2000,125 min,Comedy -  Drama -  Fantasy,6.8,"$60,000,000 ",113970,42
584,Peggy Sue Got Married,-1986,103 min,Comedy -  Drama -  Fantasy,6.4,"$18,000,000 ",38969,75
585,Zapped!,-1982,98 min,Comedy -  Fantasy -  Sci-Fi,4.9,,7233,10
586,The Invention of Lying,-2009,100 min,Comedy -  Fantasy -  Romance,6.3,"$18,500,000 ",144355,58
587,Teen Witch,-1989,93 min,Comedy -  Fantasy -  Romance,6,,9697,46
588,Dora and the Lost City of Gold,-2019,102 min,Action -  Adventure -  Comedy,6.1,"$49,000,000 ",32188,63
589,Wings of Desire,-1987,128 min,Drama -  Fantasy -  Romance,8,,73240,79
590,Star Wars: The Clone Wars,-2008,98 min,Animation -  Action -  Adventure,5.9,"$8,500,000 ",68876,35
591,The Smurfs,-2011,103 min,Animation -  Adventure -  Comedy,5.4,"$110,000,000 ",93005,30
592,Transformers One,-2024,,Animation -  Action -  Adventure,,,,
593,The Huntsman: Winter's War,-2016,114 min,Action -  Adventure -  Drama,6.1,"$115,000,000 ",113864,35
594,Sliding Doors,-1998,99 min,Comedy -  Drama -  Fantasy,6.7,"$6,000,000 ",69007,59
595,Mavka: The Forest Song,-2023,90 min,Animation -  Adventure -  Comedy,8,,1256,
596,City of Angels,-1998,114 min,Drama -  Fantasy -  Romance,6.7,"$55,000,000 ",123786,54
597,Somewhere in Time,-1980,103 min,Drama -  Fantasy -  Romance,7.2,"$5,100,000 ",30704,29
598,Kubo and the Two Strings,-2016,101 min,Animation -  Action -  Adventure,7.7,"$60,000,000 ",133227,84
599,Scooby-Doo 2: Monsters Unleashed,-2004,93 min,Adventure -  Comedy -  Family,5.2,"$80,000,000 ",60886,34
600,Dorian Gray,-2009,112 min,Drama -  Fantasy -  Mystery,6.2,,66294,
600,Dorian Gray,-2009,112 min,Drama -  Fantasy -  Mystery,6.2,,66294,
601,Heavy Metal,-1981,86 min,Animation -  Adventure -  Fantasy,6.6,"$9,300,000 ",36475,51
602,PAW Patrol: The Mighty Movie,-2023,,Animation -  Action -  Adventure,,,,
603,City of Ember,-2008,90 min,Adventure -  Drama -  Family,6.4,"$55,000,000 ",67658,58
604,Zoom,-2006,83 min,Action -  Adventure -  Comedy,4.3,"$35,000,000 ",21921,26
605,Attack on Titan Part 1,-2015,98 min,Action -  Adventure -  Drama,5,,14648,
606,Adipurush,-2023,174 min,Action -  Adventure -  Drama,,,,
607,Fantasia,-1940,124 min,Animation -  Family -  Fantasy,7.7,"$2,280,000 ",99468,96
608,Ladyhawke,-1985,121 min,Adventure -  Comedy -  Drama,6.9,"$20,000,000 ",48904,64
609,A Midsummer Night's Dream,-1935,133 min,Comedy -  Fantasy -  Romance,6.8,,3701,
610,A Midsummer Night's Dream,-1999,116 min,Comedy -  Fantasy -  Romance,6.4,"$11,000,000 ",26180,61
611,Hocus Pocus 2,-2022,103 min,Comedy -  Family -  Fantasy,6,"$100,000,000 ",47103,56
612,The Addams Family,-2019,86 min,Animation -  Comedy -  Family,5.8,"$24,000,000 ",42446,46
613,Angels in the Outfield,-1994,102 min,Comedy -  Family -  Fantasy,6.2,"$24,000,000 ",33129,44
614,Dracula 2000,-2000,99 min,Action -  Fantasy -  Horror,4.9,"$54,000,000 ",35019,26
615,Nightbreed,-1990,102 min,Action -  Fantasy -  Horror,6.5,"$11,000,000 ",24709,40
616,Ginger Snaps,-2000,108 min,Drama -  Fantasy -  Horror,6.8,"$5,000,000 ",49305,70
617,The Secret World of Arrietty,-2010,94 min,Animation -  Adventure -  Drama,7.6,"$23,000,000 ",96490,80
618,A Dog's Purpose,-2017,100 min,Adventure -  Comedy -  Drama,7.2,"$22,000,000 ",75139,43
619,The Uninvited,-2009,87 min,Drama -  Fantasy -  Horror,6.3,,82332,43
620,Aladdin 2,-2025,,Adventure -  Comedy -  Family,,,,
621,Queen of the Damned,-2002,101 min,Drama -  Fantasy -  Horror,5.2,"$35,000,000 ",57755,30
622,"I, Frankenstein",-2014,92 min,Action -  Fantasy -  Sci-Fi,5.1,"$65,000,000 ",82430,30
623,Elektra,-2005,97 min,Action -  Adventure -  Crime,4.7,"$43,000,000 ",95093,34
624,Storks,-2016,87 min,Animation -  Adventure -  Comedy,6.8,"$70,000,000 ",64571,56
625,Knight of Cups,-2015,118 min,Drama -  Fantasy -  Romance,5.6,,28175,53
626,Harry and the Hendersons,-1987,110 min,Comedy -  Family -  Fantasy,6.1,"$10,000,000 ",37031,42
627,Seventh Son,(I) (2014),102 min,Action -  Adventure -  Fantasy,5.5,"$95,000,000 ",78884,30
628,Wendell & Wild,-2022,105 min,Animation -  Adventure -  Comedy,6.4,,10677,69
629,The Shack,(I) (2017),132 min,Drama -  Fantasy,6.2,"$20,000,000 ",37501,32
630,The Grudge,(I) (2020),94 min,Fantasy -  Horror,4.4,"$10,000,000 ",27647,41
631,Kazaam,-1996,93 min,Comedy -  Family -  Fantasy,3.1,"$20,000,000 ",24916,24
632,The Room,-2019,100 min,Drama -  Fantasy -  Horror,6,"€4,000,000",22006,
633,Drop Dead Fred,-1991,103 min,Comedy -  Drama -  Fantasy,5.9,"$6,788,000 ",30231,25
634,Just My Luck,-2006,103 min,Comedy -  Fantasy -  Romance,5.4,"$28,000,000 ",58906,29
635,The Wiz,-1978,134 min,Adventure -  Family -  Fantasy,5.5,"$24,000,000 ",15900,53
636,James and the Giant Peach,-1996,79 min,Animation -  Adventure -  Family,6.7,"$38,000,000 ",70444,78
637,Krull,-1983,121 min,Action -  Adventure -  Fantasy,6.1,"$47,000,000 ",34754,45
638,Prisoners of the Ghostland,-2021,103 min,Fantasy -  Horror -  Thriller,4.2,,12547,53
639,The Time Traveler's Wife,-2009,107 min,Comedy -  Drama -  Fantasy,7.1,"$39,000,000 ",153928,47
640,The Beastmaster,-1982,118 min,Action -  Adventure -  Fantasy,6.2,"$8,000,000 ",24126,18
641,Enter the Warriors Gate,-2016,108 min,Action -  Adventure -  Comedy,5.4,"€20,000,000",5377,
642,Look Away,-2018,103 min,Drama -  Fantasy -  Horror,5.8,,19952,
643,Underworld: Evolution,-2006,106 min,Action -  Fantasy -  Thriller,6.7,"$50,000,000 ",204262,36
644,Charlotte's Web,-2006,97 min,Adventure -  Comedy -  Family,6.3,"$85,000,000 ",44197,68
645,Jujutsu Kaisen 0,-2021,112 min,Animation -  Action -  Fantasy,7.8,,23293,71
646,Christopher Robin,-2018,104 min,Adventure -  Comedy -  Drama,7.2,"$75,000,000 ",80667,60
647,Inside Out 2,-2024,,Animation -  Adventure -  Comedy,,,,
648,Mowgli: Legend of the Jungle,-2018,104 min,Adventure -  Drama -  Fantasy,6.5,,63717,51
649,Wrath of the Titans,-2012,99 min,Action -  Adventure -  Fantasy,5.7,"$150,000,000 ",192000,37
650,Jack,-1996,113 min,Comedy -  Drama -  Fantasy,5.8,"$45,000,000 ",62064,31
650,Jack,-1996,113 min,Comedy -  Drama -  Fantasy,5.8,"$45,000,000 ",62064,31
651,Rare Exports,-2010,84 min,Adventure -  Fantasy -  Horror,6.6,"€1,948,000",30276,71
652,The Show,(II) (2020),115 min,Drama -  Fantasy -  Mystery,5.6,,1159,
653,Like Mike,-2002,99 min,Comedy -  Family -  Fantasy,5.3,"$30,000,000 ",21634,47
654,The Adventures of Baron Munchausen,-1988,126 min,Adventure -  Comedy -  Fantasy,7.1,"$46,630,000 ",54934,69
655,Birth,-2004,100 min,Drama -  Fantasy -  Mystery,6.2,"$20,000,000 ",37818,51
656,Elio,-2024,,Animation -  Adventure -  Comedy,,,,
657,Epic,-2013,102 min,Animation -  Action -  Adventure,6.6,"$100,000,000 ",107311,52
658,Abraham Lincoln: Vampire Hunter,-2012,105 min,Action -  Fantasy -  Horror,5.9,"$69,000,000 ",158314,42
659,Border,-2018,110 min,Crime -  Drama -  Fantasy,7,,32076,75
660,Klaus,-2019,96 min,Animation -  Adventure -  Comedy,8.2,"$40,000,000 ",165288,65
661,Thinner,-1996,93 min,Fantasy -  Horror,5.8,"$8,000,000 ",32203,33
662,Outside the Wire,-2021,114 min,Action -  Adventure -  Fantasy,5.4,,43893,45
663,The Crow,,,Action -  Crime -  Fantasy,,"$50,000,000 ",,
664,Bubba Ho-Tep,-2002,92 min,Comedy -  Fantasy -  Horror,6.9,"$1,000,000 ",50008,57
665,Star Wars: New Jedi Order,-2027,,Action -  Adventure -  Fantasy,,,,
666,Underworld: Rise of the Lycans,-2009,92 min,Action -  Fantasy -  Thriller,6.5,"$35,000,000 ",163550,44
667,Just Like Heaven,-2005,95 min,Comedy -  Drama -  Fantasy,6.7,"$58,000,000 ",113728,47
668,Thelma,-2017,116 min,Drama -  Fantasy -  Horror,7,"NOK 47,500,000",34295,74
669,Sleepwalkers,-1992,91 min,Fantasy -  Horror,5.3,"$15,000,000 ",23443,38
670,Spider-Man: Beyond the Spider-Verse,-2024,,Animation -  Action -  Adventure,,,,
671,DragonHeart,-1996,103 min,Action -  Adventure -  Fantasy,6.4,"$57,000,000 ",99448,49
672,Dracula,-1931,75 min,Drama -  Fantasy -  Horror,7.4,"$355,000 ",54993,71
673,A Monster Calls,-2016,108 min,Adventure -  Drama -  Family,7.4,"$43,000,000 ",90535,76
674,Inkheart,-2008,106 min,Adventure -  Family -  Fantasy,6.1,"$60,000,000 ",80127,49
675,Tales from the Darkside: The Movie,-1990,93 min,Comedy -  Fantasy -  Horror,6.2,"$3,500,000 ",18340,54
676,Slaughterhouse Rulez,-2018,104 min,Action -  Comedy -  Fantasy,5.3,,15541,39
677,The Rescuers Down Under,-1990,77 min,Animation -  Adventure -  Comedy,6.8,"$30,000,000 ",44804,70
678,Dragon Ball Super: Broly,-2018,100 min,Animation -  Action -  Adventure,7.7,"$8,500,000 ",29304,59
679,The SpongeBob Movie: Sponge on the Run,-2020,91 min,Animation -  Adventure -  Comedy,5.9,"$60,000,000 ",19709,65
680,Journey to the Center of the Earth,-1959,129 min,Adventure -  Family -  Fantasy,7,"$3,440,000 ",18505,
681,The House with a Clock in Its Walls,-2018,105 min,Comedy -  Family -  Fantasy,6,"$42,000,000 ",53357,57
682,All Dogs Go to Heaven,-1989,84 min,Animation -  Adventure -  Comedy,6.7,"$13,800,000 ",43704,50
683,Garfield,-2004,80 min,Animation -  Adventure -  Comedy,5,"$50,000,000 ",89678,27
684,The Dark Crystal,-1982,93 min,Adventure -  Family -  Fantasy,7.1,"$15,000,000 ",68943,66
685,Smurfs: The Lost Village,-2017,90 min,Animation -  Adventure -  Comedy,6,"$60,000,000 ",22673,40
686,Dumbo,-2019,112 min,Adventure -  Family -  Fantasy,6.3,"$170,000,000 ",78827,51
687,The Pirates! Band of Misfits,-2012,88 min,Animation -  Adventure -  Comedy,6.7,"$55,000,000 ",49824,73
688,Stranger Than Fiction,-2006,113 min,Comedy -  Drama -  Fantasy,7.5,"$30,000,000 ",232186,67
689,Supergirl,-1984,124 min,Action -  Adventure -  Fantasy,4.4,"$35,000,000 ",22910,41
690,Cloudy with a Chance of Meatballs 2,-2013,95 min,Animation -  Adventure -  Comedy,6.3,"$78,000,000 ",108063,59
691,Porco Rosso,-1992,94 min,Animation -  Adventure -  Comedy,7.7,,93753,83
692,Along With the Gods: The Two Worlds,-2017,139 min,Action -  Adventure -  Drama,7.2,,17012,
693,The Golden Child,-1986,94 min,Action -  Adventure -  Comedy,5.9,"$25,000,000 ",57568,37
694,To the Solitary Me Who Loved You,-2022,98 min,Animation -  Fantasy -  Romance,6.9,,214,
695,Always,-1989,122 min,Drama -  Fantasy -  Romance,6.4,"$31,000,000 ",31597,50
696,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,-2021,87 min,Animation -  Action -  Fantasy,8.9,,17819,
697,Untitled Spider-Man Sequel,-2024,,Action -  Adventure -  Fantasy,,,,
698,Baskin,-2015,97 min,Crime -  Drama -  Fantasy,5.8,,11426,58
699,How High,-2001,93 min,Comedy -  Fantasy,6.2,"$20,000,000 ",59900,29
700,Gremlins 2: The New Batch,-1990,106 min,Comedy -  Fantasy -  Horror,6.4,"$50,000,000 ",107705,69
700,Gremlins 2: The New Batch,-1990,106 min,Comedy -  Fantasy -  Horror,6.4,"$50,000,000 ",107705,69
701,Winnie the Pooh,-2011,63 min,Animation -  Adventure -  Comedy,7.1,"$30,000,000 ",26589,74
702,"20,000 Leagues Under the Sea",-1954,127 min,Adventure -  Drama -  Family,7.2,"$9,000,000 ",35319,83
703,Osmosis Jones,-2001,95 min,Animation -  Action -  Adventure,6.3,"$70,000,000 ",37251,57
704,The Guardians,-2017,89 min,Action -  Adventure -  Comedy,4,"RUR 380,000,000",14082,
705,Dracula: Dead and Loving It,-1995,88 min,Comedy -  Fantasy -  Horror,5.8,"$30,000,000 ",43397,
706,The Curse of the Were-Rabbit,-2005,85 min,Animation -  Adventure -  Comedy,7.5,"$30,000,000 ",140025,87
707,Mona Lisa and the Blood Moon,-2021,106 min,Fantasy -  Mystery -  Thriller,6.2,,3571,69
708,Oxygen,-2021,100 min,Drama -  Fantasy -  Sci-Fi,6.5,,41230,67
709,Ruby Sparks,-2012,104 min,Comedy -  Drama -  Fantasy,7.2,"$8,000,000 ",103185,67
710,An American Pickle,-2020,88 min,Comedy -  Fantasy,5.7,,24971,58
711,Mr. Peabody & Sherman,-2014,92 min,Animation -  Adventure -  Comedy,6.8,"$145,000,000 ",73558,59
712,Artemis Fowl,-2020,95 min,Adventure -  Family -  Fantasy,4.2,,29432,31
713,Toys,-1992,118 min,Adventure -  Comedy -  Drama,5.1,"$43,000,000 ",32761,40
714,The Haunted Mansion,-2003,88 min,Comedy -  Family -  Fantasy,5.1,"$90,000,000 ",51309,34
715,Lady in the Water,-2006,110 min,Drama -  Fantasy -  Mystery,5.5,"$70,000,000 ",101621,36
716,Colossal,-2016,109 min,Comedy -  Drama -  Fantasy,6.2,"$15,000,000 ",66839,70
717,When We First Met,-2018,97 min,Comedy -  Fantasy -  Romance,6.4,"$9,500,000 ",51235,36
718,Brahmastra Part One: Shiva,-2022,167 min,Action -  Adventure -  Fantasy,5.5,"₹4,100,000,000",108292,57
719,Mirror Mirror,(I) (2012),106 min,Adventure -  Comedy -  Drama,5.6,"$85,000,000 ",89162,46
720,Son of the Mask,-2005,94 min,Comedy -  Family -  Fantasy,2.2,"$84,000,000 ",57573,20
721,The Pagemaster,-1994,80 min,Animation -  Adventure -  Comedy,6.1,"$27,000,000 ",24421,
722,The Nutcracker and the Four Realms,-2018,99 min,Adventure -  Family -  Fantasy,5.6,"$120,000,000 ",35310,39
723,Last Christmas,-2019,103 min,Comedy -  Drama -  Fantasy,6.5,"$25,000,000 ",83661,50
724,The Invisible,-2007,102 min,Crime -  Drama -  Fantasy,6.1,"$30,000,000 ",36026,36
725,Stay Alive,-2006,85 min,Fantasy -  Horror -  Mystery,5,"$7,000,000 ",33156,24
726,Slayers,-2022,88 min,Comedy -  Fantasy -  Horror,3.1,,1455,
727,Nightbooks,-2021,103 min,Family -  Fantasy -  Horror,5.8,,9726,65
728,Before I Wake,-2016,97 min,Drama -  Fantasy -  Horror,6.2,,48885,68
729,Fallen,(II) (2016),91 min,Drama -  Fantasy -  Romance,5.2,,15365,47
730,Lara Croft: Tomb Raider - The Cradle of Life,-2003,117 min,Action -  Adventure -  Fantasy,5.5,"$95,000,000 ",141255,43
731,BRZRKR,,,Action -  Adventure -  Drama,,,,
732,The SpongeBob Movie: Sponge Out of Water,-2015,92 min,Animation -  Adventure -  Comedy,6,"$74,000,000 ",57819,62
733,Nimona,-2023,101 min,Animation -  Action -  Adventure,,,,
734,The Rescuers,-1977,77 min,Animation -  Adventure -  Comedy,6.9,"$7,500,000 ",66558,74
735,Dead Man,-1995,121 min,Adventure -  Drama -  Fantasy,7.5,"$9,000,000 ",99576,62
736,Phantom of the Paradise,-1974,91 min,Comedy -  Drama -  Fantasy,7.3,"$1,300,000 ",20587,67
737,A Nightmare on Elm Street 3: Dream Warriors,-1987,96 min,Fantasy -  Horror,6.6,"$4,500,000 ",85141,49
738,Bedknobs and Broomsticks,-1971,117 min,Animation -  Adventure -  Comedy,7,"$20,000,000 ",39210,59
739,Pinocchio,-1940,88 min,Animation -  Adventure -  Comedy,7.5,"$2,600,000 ",152297,99
740,Waking Life,-2001,99 min,Animation -  Drama -  Fantasy,7.7,,65474,83
741,Iron Mask,-2019,120 min,Action -  Adventure -  Fantasy,4.7,"$49,000,000 ",7553,34
742,Catwoman,-2004,104 min,Action -  Crime -  Fantasy,3.4,"$100,000,000 ",122032,27
743,The Black Cauldron,-1985,80 min,Animation -  Action -  Adventure,6.3,"$44,000,000 ",38169,59
744,The Polar Express,-2004,100 min,Animation -  Adventure -  Comedy,6.6,"$165,000,000 ",221775,61
745,The Master of Disguise,-2002,80 min,Adventure -  Comedy -  Family,3.3,"$16,000,000 ",26014,12
746,Priest,-2011,87 min,Action -  Fantasy -  Horror,5.7,"$60,000,000 ",121702,41
747,Meet the Spartans,-2008,87 min,Comedy -  Fantasy,2.8,"$30,000,000 ",109526,9
748,Thunder Force,-2021,106 min,Action -  Adventure -  Comedy,4.5,,43575,34
749,Scoob!,-2020,93 min,Animation -  Adventure -  Comedy,5.6,,28211,43
750,Little,(I) (2019),109 min,Comedy -  Fantasy -  Romance,5.5,"$20,000,000 ",13998,49
750,Little,(I) (2019),109 min,Comedy -  Fantasy -  Romance,5.5,"$20,000,000 ",13998,49
751,The Secret of NIMH,-1982,82 min,Animation -  Adventure -  Drama,7.5,"$7,000,000 ",42812,76
752,Alienoid,-2022,142 min,Action -  Adventure -  Fantasy,6.2,"₩30,000,000,000",3687,54
753,Phenomenon,-1996,123 min,Drama -  Fantasy -  Romance,6.4,"$32,000,000 ",81412,41
754,Star Trek V: The Final Frontier,-1989,107 min,Action -  Adventure -  Fantasy,5.5,"$27,800,000 ",61985,43
755,Red Shoes and the Seven Dwarfs,-2019,92 min,Animation -  Action -  Adventure,6.4,,4818,
756,Look Who's Back,-2015,116 min,Comedy -  Drama -  Fantasy,7,"€2,956,960",47278,
757,The Grinch,-2018,85 min,Animation -  Comedy -  Family,6.4,"$75,000,000 ",77769,51
758,Arthur and the Invisibles,-2006,94 min,Animation -  Adventure -  Comedy,6,"$86,000,000 ",38988,39
759,Tales from the Crypt: Demon Knight,-1995,92 min,Action -  Fantasy -  Horror,6.7,"$13,000,000 ",25017,48
760,A Haunted House,-2013,86 min,Comedy -  Fantasy -  Horror,5,"$2,500,000 ",48086,20
761,The Tiger's Apprentice,-2024,,Animation -  Action -  Adventure,,,,
762,Alvin and the Chipmunks: The Squeakquel,-2009,88 min,Animation -  Adventure -  Comedy,4.5,"$75,000,000 ",51416,41
763,Valerie and Her Week of Wonders,-1970,77 min,Adventure -  Drama -  Fantasy,7.1,,10355,
764,House,-1985,93 min,Comedy -  Fantasy -  Horror,6.1,"$3,000,000 ",28387,44
765,What If...,(I) (2010),111 min,Drama -  Family -  Fantasy,6.4,,2961,
766,Farador,-2023,,Comedy -  Fantasy,7.2,,114,
767,The Monster Squad,-1987,79 min,Action -  Comedy -  Fantasy,6.9,"$12,000,000 ",33595,61
768,TMNT,-2007,87 min,Animation -  Action -  Adventure,6.2,"$34,000,000 ",66155,41
769,Gretel & Hansel,-2020,87 min,Fantasy -  Horror -  Mystery,5.5,"$5,000,000 ",32233,64
770,Wolfwalkers,-2020,103 min,Animation -  Action -  Adventure,8,"$12,000,000 ",34852,87
771,The Omen,-2006,110 min,Drama -  Fantasy -  Horror,5.5,"$25,000,000 ",60613,43
772,Shaolin Soccer,-2001,87 min,Action -  Comedy -  Fantasy,7.3,"$10,000,000 ",83819,68
773,Pete's Dragon,-1977,128 min,Animation -  Adventure -  Comedy,6.3,"$10,000,000 ",25546,46
774,Creepshow,-1982,120 min,Comedy -  Fantasy -  Horror,6.8,"$8,000,000 ",50195,59
775,Bait,(III) (2012),93 min,Action -  Fantasy -  Horror,5.2,"A$30,000,000",18432,
776,Petite Maman,-2021,73 min,Drama -  Fantasy,7.4,"€2,800,000",14491,93
777,The Spirit,-2008,103 min,Action -  Crime -  Fantasy,4.7,"$60,000,000 ",61998,30
778,The Watchers,-2024,,Fantasy -  Horror -  Mystery,,,,
779,The Lord of the Rings,-1978,132 min,Animation -  Adventure -  Fantasy,6.2,"$4,000,000 ",34512,
780,The Lego Ninjago Movie,-2017,101 min,Animation -  Action -  Adventure,6,"$70,000,000 ",27781,55
781,Minecraft,-2024,,Animation -  Action -  Adventure,,,,
782,The Sword in the Stone,-1963,79 min,Animation -  Adventure -  Comedy,7.1,"$3,000,000 ",101634,61
783,Stan Helsing,-2009,108 min,Comedy -  Fantasy -  Horror,3.5,,14116,
784,Highlander,(I),,Action -  Fantasy -  Sci-Fi,,,,
785,The Sword and the Sorcerer,-1982,99 min,Action -  Adventure -  Fantasy,5.4,,6997,39
786,A Little Princess,-1995,97 min,Drama -  Family -  Fantasy,7.6,"$17,000,000 ",35546,83
787,Pumpkinhead,-1988,86 min,Fantasy -  Horror,6.2,"$3,500,000 ",25689,47
788,Peter Rabbit 2: The Runaway,-2021,93 min,Adventure -  Comedy -  Crime,6.2,"$45,000,000 ",12959,43
789,The Happytime Murders,-2018,91 min,Action -  Comedy -  Crime,5.4,"$40,000,000 ",29295,27
790,Cold Skin,-2017,108 min,Action -  Fantasy -  Horror,6,"€8,500,000",16970,
791,Coyote v. Acme,-2023,98 min,Animation -  Adventure -  Comedy,,,,
